market_name,status,genres,lengths,response_time
elsewhere - Fiction,Open,['General'],['Flash'],39 days
elsewhere - Poetry,Open,['General'],['Poetry'],85 days
Elysian,Permanently Closed,[],[],No Data
em: A Review of Text and Image,Permanently Closed,['General'],[],No Data
Embark,Open,['General'],['Novel Excerpt'],No Data
Ember - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",93 days
Ember - Poetry,Open,['General'],['Poetry'],110 days
Ember Chasm - Fiction,Open,"['General', 'Literary']",['Short Story'],41 days
Ember Chasm - Poetry,Open,"['General', 'Literary']",['Poetry'],32 days
Emby Press,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Young Adult']",['Novel'],No Data
Emerald City,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",258 days
Emerald Spires,Does Not Qualify,[],[],No Data
Emerald Tales,Permanently Closed,[],[],No Data
Emerge Literary Journal - Fiction,Open,"['General', 'Literary']",['Flash'],3 days
Emerge Literary Journal - Poetry,Open,['General'],['Poetry'],2 days
Emerge Literary Journal Annual Themed Contest,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Emergence,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Emerging Voices Fellowship,Does Not Qualify,[],[],No Data
Emerging Worlds,Temporarily Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story', 'Novelette', 'Novella']",238 days
Empire &amp; Great Jones Little Press,Does Not Qualify,[],[],No Data
Empirical,Permanently Closed,[],[],No Data
Emprise Review,Permanently Closed,[],[],No Data
Empty House Press - Fiction,Open,['General'],"['Flash', 'Short Story']",23 days
Empty House Press - Poetry,Open,['General'],['Poetry'],22 days
Empty Mirror,Open,"['General', 'Literary']",['Poetry'],No Data
Empty Oaks,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Empty Rooms,Permanently Closed,['Horror'],"['Flash', 'Short Story']",No Data
Empyreome,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
EMRE Publishing,Does Not Qualify,[],[],No Data
Emrys Journal - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",53 days
Emrys Journal - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
en bloc - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
en bloc - Poetry,Open,['General'],['Poetry'],No Data
ENBY Magazine - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
ENBY Magazine - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
"Enchanted Conversation Magazine: Folklore, Fairy Tales, &amp; Myths - Fiction",Temporarily Closed,['Fantasy'],['Short Story'],9 days
"Enchanted Conversation Magazine: Folklore, Fairy Tales, &amp; Myths - Poetry",Temporarily Closed,['Fantasy'],['Poetry'],9 days
Enchanted Entrapments,Permanently Closed,['Fantasy'],['Short Story'],25 days
Enchanted Living - Fiction,Open,['Fantasy'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Enchanted Living - Poetry,Open,['Fantasy'],['Poetry'],No Data
Enchanted Spark Photo Flare Contest,Permanently Closed,"['General', 'Action/Adventure', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']","['Flash', 'Short Story']",No Data
Encounters Magazine,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Endless Apocalypse,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],No Data
Endless Stars,Does Not Qualify,[],[],No Data
Endogamy - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Endogamy - Poetry,Open,['General'],['Poetry'],No Data
Engage Anthology,Permanently Closed,[],[],No Data
Engen Books,Does Not Qualify,[],[],61 days
Enheduanna: A Pagan Literary Journal - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Enheduanna: A Pagan Literary Journal - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Enizagam,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Enjambed,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Entablature Press,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Entangled Publishing,Open,"['Erotica', 'Fantasy', 'Romance', 'Science Fiction', 'Historical', 'Humor', 'Young Adult']","['Novelette', 'Novella']",96 days
"Enter At Your Own Risk: Dark Muses, Spoken Silence",Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
Enter At Your Own Risk: The End is the Beginning,Permanently Closed,['Horror'],['Short Story'],No Data
Enter the Aftermath,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Enter the Apocalypse,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Enter the Rebirth,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",No Data
Entropy,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",4 days
Envoi,Permanently Closed,['General'],['Poetry'],No Data
Ephiroll Productions: Plague: Aftermath,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Epic Fantasy Anthology,Permanently Closed,['Fantasy'],['Short Story'],807 days
Epigraph Magazine,Does Not Qualify,[],[],No Data
Epilogue - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Epilogue - Poetry,Open,['General'],['Poetry'],No Data
Epiphany Editions Chapbook Contest,Permanently Closed,"['General', 'Literary']",['Short Story'],No Data
Epiphany: A Literary Journal - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",93 days
Epiphany: A Literary Journal - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Episodic,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novel Excerpt']",No Data
ePocalypse: e-mails at the end,Permanently Closed,[],[],No Data
Epoch - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",114 days
Epoch - Poetry,Open,['General'],['Poetry'],34 days
Epoch Press Journal,Open,['General'],['Poetry'],43 days
Equestrian Culture,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
EQUUS,Does Not Qualify,[],[],No Data
Erato: Flash Fiction,Permanently Closed,"['Erotica', 'Fantasy', 'Romance', 'Science Fiction', 'Historical']","['Flash', 'Short Story']",No Data
Erewhon Books,Open,"['General', 'Erotica', 'Fantasy', 'Horror', 'Romance', 'Humor']",['Novel'],209 days
Eric's Hysterics,Permanently Closed,"['General', 'Humor']","['Flash', 'Short Story']",No Data
Eridan (Croatian),Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Ernest Hemingway Foundation Hemingway Shorts Contest,Does Not Qualify,[],[],No Data
Erotica Anthology (Fantasia Divinity),Permanently Closed,['Erotica'],"['Short Story', 'Novelette', 'Novella']",No Data
Erotica For Men Anthology Series,Permanently Closed,"['Science Fiction', 'Suspense/Thriller', 'Western', 'Historical', 'Action/Adventure', 'Erotica', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance']",['Short Story'],64 days
ERR News Flash Fiction Contest,Permanently Closed,['General'],['Flash'],No Data
errant parent,Permanently Closed,[],[],No Data
Escape Anthology,Permanently Closed,[],[],No Data
"Escape Artists, Inc.",Does Not Qualify,[],[],No Data
Escape Clause,Permanently Closed,[],[],No Data
Escape Pod,Open,['Science Fiction'],"['Short Story', 'Novelette', 'Novella']",18 days
Escape Pod Flash Fiction Contest Series,Temporarily Closed,['Science Fiction'],['Flash'],No Data
Escape Velocity,Permanently Closed,[],[],No Data
Escaped Ink,Does Not Qualify,[],[],No Data
escarp,Permanently Closed,[],['Poetry'],No Data
Eschatology,Permanently Closed,[],[],No Data
eSensual Books,Permanently Closed,['Erotica'],"['Short Story', 'Novelette', 'Novella']",No Data
Eskimo Pie - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Eskimo Pie - Poetry,Open,['General'],['Poetry'],12 days
Esperanza Editions Series,Permanently Closed,['General'],"['Novelette', 'Novella']",No Data
Espresso Fiction,Permanently Closed,[],[],No Data
Esquire,Permanently Closed,[],[],No Data
Esquire Short Short Fiction Contest,Permanently Closed,[],[],No Data
Essex Book Festival's Crime Writing Short Story Competition,Permanently Closed,['Mystery/Crime'],"['Flash', 'Short Story']",No Data
Esskaye Books,Does Not Qualify,[],[],No Data
eSteampunk,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Etched Onyx Magazine - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Etched Onyx Magazine - Poetry,Open,['General'],['Poetry'],No Data
Etchings,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Eternal Haunted Summer,Temporarily Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette', 'Novella']",24 days
Eternal Press,Permanently Closed,"['General', 'Action/Adventure', 'Erotica', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']",['Novella'],No Data
Ethel - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Ethel - Poetry,Open,['General'],['Poetry'],18 days
Ether World,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story']",No Data
Etherea Magazine,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",21 days
Ethos Literary Journal - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Ethos Literary Journal - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Etopia Press,Open,"['Erotica', 'Romance']","['Novel', 'Short Story', 'Novelette', 'Novella']",No Data
Eulogies II: A Horror World Anthology,Permanently Closed,[],[],No Data
Eunoia Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",0 days
Eunoia Review - Poetry,Open,['General'],['Poetry'],1 days
Euphony Journal - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Euphony Journal - Poetry,Open,['General'],['Poetry'],No Data
Euphoria Annual Poetry Contest,Permanently Closed,[],[],No Data
Eureka Literary Magazine,Does Not Qualify,[],[],No Data
Eureka Street - Fiction,Open,['General'],['Flash'],No Data
Eureka Street - Poetry,Open,['General'],['Poetry'],No Data
Eurynome,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Alternate History']","['Flash', 'Short Story']",No Data
Evening Street Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Evening Street Review - Poetry,Open,['General'],['Poetry'],39 days
EVENT - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",69 days
EVENT - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Event Horizon,Does Not Qualify,[],[],No Data
Event Horizon Anthology Series,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Novel Excerpt', 'Short Story', 'Novelette']",No Data
Everlast,Open,"['Fantasy', 'Romance', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",No Data
Evermore: Sweet Stories of the Supernatural,Open,"['Fantasy', 'Horror', 'Romance']","['Flash', 'Short Story']",No Data
Evernight Publishing,Open,"['Erotica', 'Romance']","['Novelette', 'Novella']",70 days
Every Day Fiction,Open,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Humor', 'Literary']",['Flash'],100 days
Every Day Poets,Permanently Closed,[],[],No Data
Every Pigeon,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Every Reason 'Zine,Does Not Qualify,[],[],No Data
Every Writer ,Does Not Qualify,[],[],No Data
Everyday Other Things,Permanently Closed,['General'],[],No Data
Everyday Queer Heroes,Permanently Closed,['General'],['Poetry'],No Data
Everyday Weirdness,Permanently Closed,[],[],No Data
Everything Change Climate Fiction Contest,Temporarily Closed,"['General', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",220 days
Everything Other World,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Everywhen Press:  Dissonance Anthology,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],No Data
Everywhere Stories: Short Fiction from a Small Planet,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Eve's Requiem,Permanently Closed,"['General', 'Horror', 'Mystery/Crime']","['Flash', 'Short Story', 'Novelette']",No Data
Evil Girlfriend Media,Does Not Qualify,[],[],No Data
Evil Jester Digest (Vol. 1),Permanently Closed,[],[],No Data
Evil Jester Press,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Novel'],No Data
Evolve Anthology,Permanently Closed,[],[],No Data
eWestern,Permanently Closed,['Western'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Ex Fic,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
EX/POST - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",38 days
EX/POST - Poetry,Temporarily Closed,['General'],['Poetry'],17 days
Excession Press,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Western']",['Novella'],261 days
Exchange Students,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Executive Dread,Permanently Closed,['Horror'],['Short Story'],23 days
Exeter Literary Festival Short Story Competition,Temporarily Closed,['General'],['Flash'],No Data
Exile Comedy Anthology,Permanently Closed,"['General', 'Humor']","['Flash', 'Short Story']",No Data
Exile Publishing,Does Not Qualify,[],[],No Data
EXILE Quarterly - Fiction,Open,"['Fantasy', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
EXILE Quarterly - Poetry,Open,"['Fantasy', 'Science Fiction', 'Literary']",['Poetry'],No Data
Existence on Mars,Permanently Closed,"['General', 'Fantasy', 'Science Fiction']",['Short Story'],No Data
Existere - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Existere - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Exoplanet,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Expanded Horizons,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Expanse,Permanently Closed,[],[],No Data
Expat Press,Does Not Qualify,[],[],13 days
Explicit Books Anthology,Permanently Closed,['Erotica'],['Short Story'],No Data
Exploring Infinity,Temporarily Closed,['Science Fiction'],"['Short Story', 'Novelette']",No Data
Exposition Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",123 days
Exposition Review - Poetry,Temporarily Closed,['General'],['Poetry'],38 days
Exterus,Temporarily Closed,['Fantasy'],"['Flash', 'Short Story']",17 days
Extinct Doesn't Mean Forever Anthology,Permanently Closed,[],[],No Data
Extinct Worlds,Permanently Closed,[],[],100 days
Extra Teeth,Temporarily Closed,['General'],"['Flash', 'Short Story']",52 days
Extract(s),Permanently Closed,"['General', 'Literary']",['Flash'],No Data
Extraordinary Visions: Stories Inspired by Jules Verne,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],98 days
Extreme Horror Anthology,Permanently Closed,[],[],No Data
Extreme Planets Anthology,Permanently Closed,[],[],No Data
Eye Flash Poetry,Permanently Closed,['General'],['Poetry'],No Data
Eye to the Telescope,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],32 days
Eyedolon,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Eyelands Book Awards - Fiction,Temporarily Closed,['General'],"['Flash', 'Story Collection', 'Short Story', 'Novelette', 'Novella']",No Data
Eyelands Book Awards - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Eyes,Open,"['Horror', 'Humor']","['Flash', 'Short Story']",No Data
F Magazine,Permanently Closed,[],[],No Data
F(r)iction - Fiction,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",100 days
F(r)iction - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary']",['Poetry'],182 days
F(r)iction Dually Noted,Open,"['Fantasy', 'Horror', 'Science Fiction', 'Literary', 'General']",['Flash'],5 days
F(r)iction Flash Fiction Competition,Open,"['General', 'Fantasy', 'Science Fiction']",['Flash'],122 days
F(r)iction Poetry Contest,Open,['General'],['Poetry'],No Data
F(r)iction Short Story Contest,Open,"['General', 'Fantasy', 'Science Fiction']",['Short Story'],145 days
F.W. Fife Books,Permanently Closed,"['Science Fiction', 'Literary']",['Novel'],No Data
F3LL - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
F3LL - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Faber &amp; Faber,Open,['General'],['Poetry'],No Data
Fable Press,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Novel', 'Novella']",No Data
FableCroft,Does Not Qualify,[],[],139 days
Fabled Collective,Does Not Qualify,[],[],No Data
Fables for the Dying - Fiction,Open,"['Fantasy', 'Horror', 'Humor']","['Flash', 'Short Story']",35 days
Fables for the Dying - Poetry,Open,"['Fantasy', 'Horror', 'Humor']",['Poetry'],No Data
Fabula Argentea,Open,"['General', 'Humor']","['Flash', 'Short Story', 'Novelette']",17 days
Factor Four Magazine,Open,"['Fantasy', 'Science Fiction']",['Flash'],11 days
Faded Out,Does Not Qualify,[],[],No Data
Fading Light: An Anthology of the Monstrous,Permanently Closed,[],[],No Data
Fae,Permanently Closed,"['Fantasy', 'Horror']","['Flash', 'Short Story']",No Data
Faed,Permanently Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette']",No Data
FaePublishing,Permanently Closed,[],[],No Data
Fahrenheit 13,Does Not Qualify,[],[],No Data
Fahrenheit Press,Open,"['Mystery/Crime', 'Suspense/Thriller']",['Novel'],No Data
failbetter.com - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",56 days
failbetter.com - Poetry,Open,['General'],['Poetry'],57 days
Fairfield Scribes,Does Not Qualify,['General'],['Flash'],No Data
Fairleigh Dickinson University First Book Contest,Permanently Closed,[],[],No Data
Fairlight Books,Open,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",78 days
Fairwood Press,Does Not Qualify,[],[],No Data
Fairy Piece Magazine,Temporarily Closed,['General'],"['Flash', 'Short Story']",19 days
Fairy Tail,Permanently Closed,"['Erotica', 'Fantasy']","['Flash', 'Short Story', 'Novelette']",No Data
Fairy Tale Review - Fiction,Temporarily Closed,['General'],['Flash'],72 days
Fairy Tale Review - Poetry,Temporarily Closed,['Fantasy'],['Poetry'],19 days
Fairy Tale Villains Reimagined Anthology Series,Does Not Qualify,[],[],No Data
"Fairy Tales, Fables, and Folklore",Permanently Closed,[],[],No Data
Fairytale Dragons,Permanently Closed,[],[],No Data
Fairytale Retelling Anthology (Fractured Mirror),Open,['Fantasy'],"['Flash', 'Short Story', 'Novelette', 'Novella']",22 days
Fairytales Slashed Anthology Series,Permanently Closed,['Fantasy'],"['Novelette', 'Novella']",No Data
Fall Into Fantasy Anthology Series,Temporarily Closed,['Fantasy'],"['Short Story', 'Novelette']",No Data
Fallen Gods Anthology,Permanently Closed,['Fantasy'],['Novelette'],No Data
Fallen: An Anthology of Demonic Horror,Permanently Closed,[],[],No Data
Falling Star Magazine,Does Not Qualify,[],[],No Data
Falstaff Books,Temporarily Closed,"['Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Western']",['Novella'],20 days
Family Memories: An Anthology of Murder and Mischief,Permanently Closed,[],[],No Data
Fantasia Divinity Fairy Tale Collection,Does Not Qualify,[],[],No Data
Fantasia Divinity Magazine,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Fantastic Beasts and Where to F*** Them,Permanently Closed,"['Erotica', 'Fantasy', 'Romance']","['Short Story', 'Novelette']",No Data
Fantastic Books,Does Not Qualify,[],[],No Data
Fantastic Detectives,Open,"['Fantasy', 'Mystery/Crime']","['Short Story', 'Novelette']",No Data
Fantastic Floridas - Fiction,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Fantastic Floridas - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],No Data
Fantastic Frontiers Magazine,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fantastic Other - Fiction,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",46 days
Fantastic Other - Poetry,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Fantastic Stories of the Imagination,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fantastic Trains,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fantastica (Romania),Does Not Qualify,[],[],No Data
Fantastical Feathers - Fiction,Permanently Closed,"['Fantasy', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",No Data
Fantastical Feathers - Poetry,Permanently Closed,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
Fantastical Savannahs and Jungles,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Fantastically Horny,Permanently Closed,"['Erotica', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fantastique Unfettered,Permanently Closed,['General'],['Short Story'],No Data
Fantasy &amp; Science Fiction (F&amp;SF) - Fiction,Open,"['Fantasy', 'Horror', 'Science Fiction', 'Humor']","['Flash', 'Short Story', 'Novelette', 'Novella']",9 days
Fantasy &amp; Science Fiction (F&amp;SF) - Poetry,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],7 days
Fantasy Crossing,Permanently Closed,"['Fantasy', 'Science Fiction', 'Young Adult', 'Middle Grade']","['Flash', 'Novel Excerpt', 'Short Story', 'Novelette', 'Novella']",No Data
Fantasy for Good (Charity Anthology),Permanently Closed,['Fantasy'],['Short Story'],No Data
Fantasy for the Throne,Does Not Qualify,[],[],No Data
Fantasy Isle,Permanently Closed,"['Erotica', 'Fantasy', 'Historical']","['Novelette', 'Novella']",No Data
Fantasy Magazine - Fiction,Temporarily Closed,['Fantasy'],"['Flash', 'Short Story']",94 days
Fantasy Magazine - Poetry,Temporarily Closed,['Fantasy'],['Poetry'],94 days
Fantasy Scroll Mag,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Fantasy Short Stories: the New Magazine of Fantasy,Permanently Closed,['Fantasy'],['Short Story'],102 days
Fantasy-Faction Anthology/Writing Contest,Permanently Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette']",No Data
Fanzine - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Fanzine - Poetry,Open,['General'],['Poetry'],No Data
Far Far Away,Permanently Closed,[],[],No Data
Far Fetched Fables,Permanently Closed,"['Fantasy', 'Alternate History']",['Short Story'],No Data
Far from Home,Permanently Closed,"['General', 'Action/Adventure', 'Fantasy', 'Horror']","['Short Story', 'Novelette']",46 days
Far Horizons,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Far Off Places,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Far Orbit: Apogee,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story', 'Novelette']",No Data
Far Orbit: Last Outpost,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story', 'Novelette']",No Data
Far Orbit: Speculative Space Adventures,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story', 'Novelette']",No Data
Farolight Publishing,Permanently Closed,"['General', 'Horror']",['Novel'],No Data
Farrago's Wainscot,Permanently Closed,"['General', 'Fantasy', 'Science Fiction', 'Literary']",['Short Story'],No Data
"Farrar, Straus and Giroux",Does Not Qualify,[],[],No Data
Farside Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Farside Review - Poetry,Temporarily Closed,"['General', 'Horror', 'Humor', 'Literary']",['Poetry'],118 days
Farstrider Magazine,Permanently Closed,"['Fantasy', 'Humor']","['Flash', 'Short Story']",No Data
Farther Stars Than These,Temporarily Closed,['Science Fiction'],['Flash'],No Data
Fast Fiction Contest,Does Not Qualify,[],[],No Data
Fat Cat Magazine,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Flash'],No Data
Fat Coyote Literary Arts,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",50 days
Fat Girl in a Strange Land Anthology,Permanently Closed,[],[],No Data
Fatal Flaw  - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Humor']","['Flash', 'Short Story']",No Data
Fatal Flaw  - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Humor']",['Poetry'],No Data
Fatherly Instincts: An Anthology of Murder and Malice,Permanently Closed,[],[],No Data
Fault Zone,Does Not Qualify,[],[],No Data
Faultline - Fiction,Open,['General'],"['Flash', 'Short Story']",124 days
Faultline - Poetry,Open,['General'],['Poetry'],49 days
Fawlt Magazine,Permanently Closed,[],[],No Data
F-Bom,Open,['General'],['Novel'],No Data
Fear (UK),Permanently Closed,[],[],No Data
Fear and Trembling,Does Not Qualify,[],[],No Data
Fear of Monkeys - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Fear of Monkeys - Poetry,Open,['General'],['Poetry'],No Data
Fear of the Dark Anthology,Permanently Closed,[],[],No Data
Fear of the Unknown,Permanently Closed,['Horror'],"['Flash', 'Short Story']",No Data
FEAR: Of the Dark,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
FEAR: Of the Water,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Fearful Fathoms,Permanently Closed,['Horror'],['Short Story'],No Data
Fearful Fun,Permanently Closed,"['Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
Fearful Symmetries,Permanently Closed,['Horror'],"['Flash', 'Short Story', 'Novelette']",No Data
Fearful Symmetry Anthology,Permanently Closed,[],[],No Data
Fearology 2: Beware All Animals Great And Small,Permanently Closed,[],[],No Data
Fearology 3: Planting The Seeds Of Horror,Permanently Closed,[],[],No Data
Fearology: Terrifying Tales of Phobias,Permanently Closed,[],[],No Data
Fear's Accomplice Anthology Series,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Fears of a Clown,Permanently Closed,"['Horror', 'Suspense/Thriller']","['Short Story', 'Novelette']",No Data
Featherproof Books,Does Not Qualify,[],[],No Data
FeatherTale - Fiction,Temporarily Closed,"['General', 'Humor', 'Literary']","['Flash', 'Short Story']",No Data
FeatherTale - Poetry,Temporarily Closed,"['General', 'Humor', 'Literary']",['Poetry'],No Data
Featured Fiction,Permanently Closed,[],[],No Data
Featured Poets,Open,['General'],['Poetry'],No Data
Fecund - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",119 days
Fecund - Poetry,Open,['General'],['Poetry'],No Data
Federations Anthology,Permanently Closed,[],[],No Data
FEED - Fiction,Open,"['General', 'Literary']",['Flash'],37 days
FEED - Poetry,Open,"['General', 'Literary']",['Poetry'],15 days
Feed Your Monster,Permanently Closed,"['General', 'Horror']","['Flash', 'Short Story']",No Data
Feels Blind Literary - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Feels Blind Literary - Poetry,Open,['General'],['Poetry'],No Data
