,market_name,status,genres,lengths,response_days,length_Flash,length_Short Story,length_Novelette,length_Novella,length_Poetry,length_Novel,length_Story Collection,length_Novel Excerpt,genre_General,genre_Fantasy,genre_Horror,genre_Science Fiction,genre_Romance,genre_Literary,genre_Mystery/Crime,genre_Erotica,genre_Suspense/Thriller,genre_Humor,genre_Young Adult,genre_Middle Grade,genre_Action/Adventure,genre_Historical,genre_Alternate History,genre_Western,genre_Children,genre_Furry
779,Augur - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction', 'Literary']",['Poetry'],25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Aura Estrada Short Story Contest,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",215.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Aurealis,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",41.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Aurelia Book Café (Aurelia Book Cafe),Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Aurelia Leo,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Aurelia Leo Originals,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Aurora,Temporarily Closed,['General'],['Poetry'],37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Aurora Journal - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Aurora Journal - Poetry,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Aurora Wolf,Temporarily Closed,"['Fantasy', 'Science Fiction']",['Short Story'],1010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Auschron Short,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Aussie Speculative Fiction,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Australian Speculative Fiction Group,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Australian Writers' Centre,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Author of Tomorrow,Temporarily Closed,['Action/Adventure'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Authors 4 Authors Publishing,Temporarily Closed,"['Erotica', 'Fantasy', 'Romance', 'Science Fiction']","['Short Story', 'Novelette', 'Novella']",,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Autism Awareness Benefit Anthology,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Automata Review,Permanently Closed,['General'],['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Automobilia,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction']","['Flash', 'Short Story']",1627.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Autonomous Press - Fiction,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Autonomous Press - Poetry,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,"Autostraddle: Trans Fiction, Trans Imagination",Temporarily Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Autumn House - Fiction,Open,['General'],['Novella'],,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Autumn House - Poetry,Temporarily Closed,['General'],['Poetry'],107.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,Autumn Noir: An Unsettling Reads Anthology - Fiction,Permanently Closed,"['Mystery/Crime', 'Suspense/Thriller']",['Short Story'],31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Autumn Noir: An Unsettling Reads Anthology - Poetry,Permanently Closed,"['Mystery/Crime', 'Suspense/Thriller']",['Poetry'],21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Autumn's Harvest,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Aux./Vox. - Fiction,Permanently Closed,"['General', 'Literary']",['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Aux./Vox. - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Avalon Books,Permanently Closed,"['Mystery/Crime', 'Romance', 'Western']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Avast Ye Airships!,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Avatar Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Avatar Review - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"Avatars, Inc.",Permanently Closed,['Science Fiction'],['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Avescope,Permanently Closed,"['General', 'Erotica']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Avis Magazine,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Avon Romance,Temporarily Closed,['Romance'],['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Awakenings,Does Not Qualify,[],[],90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Awesome Aussie Tales,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Novella'],,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Awkward,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,AWP Award Series - Fiction,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,AWP Award Series - Poetry,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Axiomatic Publishing,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Axolotl,Permanently Closed,"['General', 'Fantasy']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Axxon,Does Not Qualify,[],[],17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Ayaskala - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Ayaskala - Poetry,Temporarily Closed,['General'],['Poetry'],11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Ayris (Print),Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Ayris Online,Permanently Closed,['General'],['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Azahares - Fiction,Open,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Azahares - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,AZE Journal - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,AZE Journal - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Azure - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",80.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Azure - Poetry,Open,"['General', 'Literary']",['Poetry'],37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,Azure Keep,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,B Cubed Press,Does Not Qualify,[],[],224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,B O D Y (BODY) - Fiction,Open,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,B O D Y (BODY) - Poetry,Open,['General'],['Poetry'],2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Baba Yaga Anthology,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror', 'Humor']","['Novelette', 'Novella']",,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Baby Teeth,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,"Baby, It's Cold Outside",Permanently Closed,['Mystery/Crime'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Babybug - Fiction,Open,"['General', 'Children']",['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Babybug - Poetry,Open,"['General', 'Children']",['Poetry'],16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Back Patio Press - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Literary']",['Flash'],60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Back Patio Press - Poetry,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Back Patio Zine,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Backchannels - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",138.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,Backchannels - Poetry,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Backhand Stories,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,Backlog Magazine - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Backlog Magazine - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Backyard Earth - Fiction,Open,['General'],"['Flash', 'Short Story']",4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,Backyard Earth - Poetry,Open,['General'],['Poetry'],5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Bacopa Literary Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,Bacopa Literary Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Bad Apple Zine,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Bad Betty,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Bad Dog,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Bad Dream Entertainment,Does Not Qualify,[],[],24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,Bad Dream Entertainment Horror/Humor Anthology,Permanently Closed,"['Horror', 'Humor']","['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,Bad Lilies,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Bad Nudes - Fiction,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Bad Nudes - Poetry,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Bad Pony Magazine - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Bad Pony Magazine - Poetry,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Baen Books,Does Not Qualify,[],[],539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Baen Fantasy Adventure Award,Does Not Qualify,['Fantasy'],[],67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,bæst (baest) - Fiction,Open,"['General', 'Historical']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,bæst (baest) - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Baffling Magazine,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",94.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,Bahamut Journal,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,Ballista,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Balloons Literary Journal - Fiction,Open,"['General', 'Young Adult', 'Literary']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,Balloons Literary Journal - Poetry,Open,"['General', 'Young Adult', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Balticon Poetry Contest,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction']",['Poetry'],401.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Bananafish,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,Banango Street,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Bandit Fiction - Fiction,Open,['General'],"['Flash', 'Short Story']",20.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,Bandit Fiction - Poetry,Open,['General'],['Poetry'],32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Bang! (Portugal),Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,Banjaxed Books,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,Banshee - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",48.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Banshee - Poetry,Temporarily Closed,['General'],['Poetry'],89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Baobab Press - Fiction,Open,['General'],['Novella'],76.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,Baobab Press - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,Barbarian Books,Permanently Closed,"['Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Western']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Bards and Sages Publishing,Does Not Qualify,[],[],122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Bards and Sages Quarterly,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",73.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Bare Fiction - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Bare Fiction - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Bare Root Review,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,Barefoot Books,Temporarily Closed,"['General', 'Action/Adventure', 'Fantasy', 'Children']",['Novel'],,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Barely South - Fiction,Open,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Barely South - Poetry,Open,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,Barge Journal,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,Barking Sycamores - Fiction,Permanently Closed,['General'],['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Barking Sycamores - Poetry,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Barn Owl Review,Does Not Qualify,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,Barnhouse Journal - Fiction,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,Barnhouse Journal - Poetry,Does Not Qualify,[],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Barnstorm - Fiction,Open,['General'],"['Flash', 'Short Story']",155.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,Barnstorm - Poetry,Open,['General'],['Poetry'],68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Barnwood Poetry Magazine,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Barnyard Horror,Permanently Closed,['Horror'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Barrelhouse - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette']",57.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,Barrelhouse - Poetry,Temporarily Closed,['General'],['Poetry'],178.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Barrelhouse Online - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette']",54.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Barrelhouse Online - Poetry,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Barren Flash Fiction Contest,Temporarily Closed,['General'],['Flash'],,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Barren Magazine - Fiction,Open,['General'],"['Flash', 'Short Story']",35.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Barren Magazine - Poetry,Open,['General'],['Poetry'],52.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,Barren Poetry Contest,Permanently Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,Barrow Street,Temporarily Closed,['General'],['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,Barthelme Prize for Short Prose,Does Not Qualify,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Bartleby Snopes,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,Bartleby Snopes Dialogue Only Contest,Permanently Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,Bartleby Snopes Press Flash Novels,Permanently Closed,['General'],"['Short Story', 'Novelette']",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Barzakh - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Barzakh - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,basalt magazine,Temporarily Closed,['General'],"['Flash', 'Short Story']",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,Baseline Literary Arts Magazine,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Basement Stories,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Bastion,Permanently Closed,['Science Fiction'],['Short Story'],,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,Bat City Review - Fiction,Temporarily Closed,['General'],['Flash'],91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,Bat City Review - Poetry,Temporarily Closed,['General'],['Poetry'],71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Bat Terrier,Permanently Closed,[],[],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,BatCat Press - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Story Collection', 'Short Story', 'Novelette', 'Novella']",,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
